[0.00020409 0.        ]	[-0.000103  0.      ]	[(40, -37, 36, -33)]	[(24, 51, -32, -43)]
[0.00020504 0.        ]	[-0.000103  0.      ]	[(34, -27, -27, 21)]	[(24, 51, -32, -43)]
[0.00020599 0.        ]	[-0.000103  0.      ]	[(27, -23, -30, 26)]	[(24, 51, -32, -43)]
[0.00020599 0.        ]	[-0.000103  0.      ]	[(-31, -18, -20, 49)]	[(24, 51, -32, -43)]
[0.00020742 0.        ]	[-0.000103  0.      ]	[(18, -34, 0, 17)]	[(24, 51, -32, -43)]
[0.0002079 0.       ]	[-0.000103  0.      ]	[(18, 32, 0, -40)]	[(24, 51, -32, -43)]
[0.00020981 0.        ]	[-0.000103  0.      ]	[(-14, 56, -36, -36)]	[(24, 51, -32, -43)]
[0.00021029 0.        ]	[-0.000103  0.      ]	[(-50, 57, -20, -17)]	[(24, 51, -32, -43)]
[0.00021362 0.        ]	[-0.000103  0.      ]	[(14, 14, 41, -48)]	[(24, 51, -32, -43)]
[0.00021362 0.        ]	[-0.000103  0.      ]	[(-52, -29, 30, 47)]	[(24, 51, -32, -43)]
[0.00021362 0.        ]	[-0.000103  0.      ]	[(-24, 44, -30, 14)]	[(24, 51, -32, -43)]
[0.00021553 0.        ]	[-0.000103  0.      ]	[(28, -34, -41, 44)]	[(24, 51, -32, -43)]
[0.00021744 0.        ]	[-0.000103  0.      ]	[(-44, 56, -14, -32)]	[(24, 51, -32, -43)]
[0.00021744 0.        ]	[-0.000103  0.      ]	[(-20, 31, -38, 25)]	[(24, 51, -32, -43)]
[ 0.00021839 -0.00010157]	[-0.000103  0.      ]	[(-59, 34, 55, -27)]	[(24, 51, -32, -43)]
[0.0002203 0.       ]	[-0.000103  0.      ]	[(17, 16, -48, 25)]	[(24, 51, -32, -43)]
[0.00022125 0.        ]	[-0.000103  0.      ]	[(-42, -31, -32, 56)]	[(24, 51, -32, -43)]
[0.00022125 0.        ]	[-0.000103  0.      ]	[(-37, 47, -44, 29)]	[(24, 51, -32, -43)]
[0.00022221 0.        ]	[-0.000103  0.      ]	[(-17, 43, 17, -39)]	[(24, 51, -32, -43)]
[0.00022411 0.        ]	[-0.000103  0.      ]	[(16, 27, -51, 29)]	[(24, 51, -32, -43)]
[0.00022507 0.        ]	[-0.000103  0.      ]	[(14, 15, 39, -47)]	[(24, 51, -32, -43)]
[ 0.00022507 -0.00010395]	[-0.000103  0.      ]	[(-56, -42, 21, 55)]	[(24, 51, -32, -43)]
[0.00022602 0.        ]	[-0.000103  0.      ]	[(26, 45, -35, -28)]	[(24, 51, -32, -43)]
[0.00022697 0.        ]	[-0.000103  0.      ]	[(29, 45, -32, -33)]	[(24, 51, -32, -43)]
[0.00022697 0.        ]	[-0.000103  0.      ]	[(31, 0, -51, 37)]	[(24, 51, -32, -43)]
[0.00023079 0.        ]	[-0.000103  0.      ]	[(46, 32, -40, -27)]	[(24, 51, -32, -43)]
[ 0.00023079 -0.00010204]	[-0.000103  0.      ]	[(59, 16, -49, -38)]	[(24, 51, -32, -43)]
[0.0002327 0.       ]	[-0.000103  0.      ]	[(-30, 17, 51, -47)]	[(24, 51, -32, -43)]
[0.0002327 0.       ]	[-0.000103  0.      ]	[(-15, 49, 28, -51)]	[(24, 51, -32, -43)]
[0.00023365 0.        ]	[-0.000103  0.      ]	[(19, -24, -38, 40)]	[(24, 51, -32, -43)]
[0.00023746 0.        ]	[-0.000103  0.      ]	[(-28, 17, 48, -37)]	[(24, 51, -32, -43)]
[ 0.00024223 -0.0001049 ]	[-0.000103  0.      ]	[(-50, -14, 57, -34)]	[(24, 51, -32, -43)]
[ 0.00024223 -0.00011396]	[-0.000103  0.      ]	[(58, -55, 41, -41)]	[(24, 51, -32, -43)]
[0.00024414 0.        ]	[-0.000103  0.      ]	[(14, 16, 35, -46)]	[(24, 51, -32, -43)]
[ 0.00024605 -0.00010252]	[-0.000103  0.      ]	[(-37, -50, 21, 50)]	[(24, 51, -32, -43)]
[0.00024796 0.        ]	[-0.000103  0.      ]	[(-37, -39, 19, 43)]	[(24, 51, -32, -43)]
[0.00024891 0.        ]	[-0.000103  0.      ]	[(-48, 48, -28, 22)]	[(24, 51, -32, -43)]
[ 0.00024986 -0.00010204]	[-0.000103  0.      ]	[(45, -48, 37, -28)]	[(24, 51, -32, -43)]
[ 0.00025177 -0.00010109]	[-0.000103  0.      ]	[(-30, 42, 30, -40)]	[(24, 51, -32, -43)]
[ 0.00025177 -0.000103  ]	[-0.000103  0.      ]	[(37, -32, -46, 41)]	[(24, 51, -32, -43)]
[ 0.00025177 -0.0001173 ]	[-0.000103  0.      ]	[(54, -43, -58, 51)]	[(24, 51, -32, -43)]
[0.00025272 0.        ]	[-0.000103  0.      ]	[(-16, 30, 17, -29)]	[(24, 51, -32, -43)]
[ 0.00025272 -0.00010109]	[-0.000103  0.      ]	[(55, -28, -26, -18)]	[(24, 51, -32, -43)]
[0.00025368 0.        ]	[-0.000103  0.      ]	[(18, 33, -18, -25)]	[(24, 51, -32, -43)]
[ 0.00025368 -0.00010061]	[-0.000103  0.      ]	[(-30, 42, -40, 24)]	[(24, 51, -32, -43)]
[ 0.00025463 -0.00010157]	[-0.000103  0.      ]	[(-35, 19, 48, -36)]	[(24, 51, -32, -43)]
[ 0.00025463 -0.00010991]	[-0.000103  0.      ]	[(-59, 52, 37, -16)]	[(24, 51, -32, -43)]
[0.00025558 0.        ]	[-0.000103  0.      ]	[(15, 21, -16, -16)]	[(24, 51, -32, -43)]
[ 0.00025654 -0.00010061]	[-0.000103  0.      ]	[(-28, 18, 44, -36)]	[(24, 51, -32, -43)]
[ 0.00026035 -0.00010157]	[-0.000103  0.      ]	[(53, -26, -16, -25)]	[(24, 51, -32, -43)]
[ 0.00026131 -0.00010395]	[-0.000103  0.      ]	[(41, -18, 36, -47)]	[(24, 51, -32, -43)]
[ 0.00026131 -0.00012016]	[-0.000103  0.      ]	[(-58, -50, 48, 54)]	[(24, 51, -32, -43)]
[0.00026321 0.        ]	[-0.000103  0.      ]	[(-29, 20, 33, -25)]	[(24, 51, -32, -43)]
[ 0.00026321 -0.00010228]	[-0.000103  0.      ]	[(33, -20, -41, 31)]	[(24, 51, -32, -43)]
[ 0.00026703 -0.00010443]	[-0.000103  0.      ]	[(-21, -15, -39, 50)]	[(24, 51, -32, -43)]
[ 0.00026703 -0.00011921]	[-0.000103  0.      ]	[(-23, 20, 59, -57)]	[(24, 51, -32, -43)]
[ 0.00026798 -0.00010204]	[-0.000103  0.      ]	[(-21, 18, -35, 33)]	[(24, 51, -32, -43)]
[ 0.00026894 -0.00010777]	[-0.000103  0.      ]	[(-32, -27, -25, 52)]	[(24, 51, -32, -43)]
[ 0.00027084 -0.00010681]	[-0.000103  0.      ]	[(-43, -33, 43, 21)]	[(24, 51, -32, -43)]
[ 0.0002718  -0.00010157]	[-0.000103  0.      ]	[(-18, 18, -32, 28)]	[(24, 51, -32, -43)]
[ 0.00027466 -0.00012398]	[-0.000103  0.      ]	[(48, 57, -23, -58)]	[(24, 51, -32, -43)]
[ 0.00027561 -0.00010276]	[-0.000103  0.      ]	[(-29, -27, 20, 26)]	[(24, 51, -32, -43)]
[ 0.00027657 -0.00011063]	[-0.000103  0.      ]	[(-37, 56, -25, -23)]	[(24, 51, -32, -43)]
[ 0.00027704 -0.00012231]	[-0.000103  0.      ]	[(51, 52, -58, -20)]	[(24, 51, -32, -43)]
[ 0.00027847 -0.00010896]	[-0.000103  0.      ]	[(-48, 41, 29, -23)]	[(24, 51, -32, -43)]
[ 0.00027943 -0.00010872]	[-0.000103  0.      ]	[(-33, 28, 37, -33)]	[(24, 51, -32, -43)]
[ 0.00027943 -0.0001092 ]	[-0.000103  0.      ]	[(25, -37, 46, -32)]	[(24, 51, -32, -43)]
[ 0.00028038 -0.00010967]	[-0.000103  0.      ]	[(18, 40, -51, 16)]	[(24, 51, -32, -43)]
[ 0.00028038 -0.00010967]	[-0.000103  0.      ]	[(-16, -15, 51, -42)]	[(24, 51, -32, -43)]
[ 0.00028229 -0.00011635]	[-0.000103  0.      ]	[(-53, -27, 47, 35)]	[(24, 51, -32, -43)]
[ 0.00028419 -0.00010216]	[-0.000103  0.      ]	[(-24, 21, -16, 16)]	[(24, 51, -32, -43)]
[ 0.00028467 -0.00010681]	[-0.000103  0.      ]	[(15, -49, 29, 17)]	[(24, 51, -32, -43)]
[ 0.0002861 -0.0001061]	[-0.000103  0.      ]	[(29, -17, -35, 22)]	[(24, 51, -32, -43)]
[ 0.0002861 -0.0001111]	[-0.000103  0.      ]	[(-48, -25, 18, 42)]	[(24, 51, -32, -43)]
[ 0.0002861  -0.00012302]	[-0.000103  0.      ]	[(-19, 26, 56, -56)]	[(24, 51, -32, -43)]
[ 0.00028634 -0.0001086 ]	[-0.000103  0.      ]	[(32, -48, 28, -14)]	[(24, 51, -32, -43)]
[ 0.00028706 -0.00010777]	[-0.000103  0.      ]	[(-19, -27, 46, -14)]	[(24, 51, -32, -43)]
[ 0.00028706 -0.00011015]	[-0.000103  0.      ]	[(-32, 30, 37, -35)]	[(24, 51, -32, -43)]
[ 0.00028801 -0.00011206]	[-0.000103  0.      ]	[(41, -16, 28, -45)]	[(24, 51, -32, -43)]
[ 0.00028801 -0.00011826]	[-0.000103  0.      ]	[(55, -51, 21, -29)]	[(24, 51, -32, -43)]
[ 0.00028801 -0.00011921]	[-0.000103  0.      ]	[(-52, -42, 22, 52)]	[(24, 51, -32, -43)]
[ 0.00028992 -0.00011039]	[-0.000103  0.      ]	[(52, -28, 0, -30)]	[(24, 51, -32, -43)]
[ 0.00029087 -0.00012326]	[-0.000103  0.      ]	[(45, 36, -59, 29)]	[(24, 51, -32, -43)]
[ 0.00029182 -0.00011373]	[-0.000103  0.      ]	[(46, -37, -35, 26)]	[(24, 51, -32, -43)]
[ 0.00029755 -0.00011778]	[-0.000103  0.      ]	[(23, -33, 49, -41)]	[(24, 51, -32, -43)]
[ 0.00029826 -0.00011027]	[-0.000103  0.      ]	[(-46, 37, 17, -14)]	[(24, 51, -32, -43)]
[ 0.00029898 -0.00010884]	[-0.000103  0.      ]	[(-33, 17, 28, -16)]	[(24, 51, -32, -43)]
[ 0.00029945 -0.00012589]	[-0.000103  0.      ]	[(39, -48, -52, 53)]	[(24, 51, -32, -43)]
[ 0.00029993 -0.00011969]	[-0.000103  0.      ]	[(-42, -47, 50, 20)]	[(24, 51, -32, -43)]
[ 0.00030136 -0.00012732]	[-0.000103  0.      ]	[(16, -50, 57, -44)]	[(24, 51, -32, -43)]
[ 0.00030279 -0.00012171]	[-0.000103  0.      ]	[(59, 0, -54, -14)]	[(24, 51, -32, -43)]
[ 0.00030327 -0.00012207]	[-0.000103  0.      ]	[(17, -28, 53, -49)]	[(24, 51, -32, -43)]
[ 0.00030518 -0.00011587]	[-0.000103  0.      ]	[(-43, 35, -25, 28)]	[(24, 51, -32, -43)]
[ 0.00030708 -0.00011921]	[-0.000103  0.      ]	[(-24, 40, 32, -43)]	[(24, 51, -32, -43)]
[ 0.00030899 -0.00011778]	[-0.000103  0.      ]	[(-24, 34, 33, -39)]	[(24, 51, -32, -43)]
[ 0.00030899 -0.0001204 ]	[-0.000103  0.      ]	[(29, 47, -44, -22)]	[(24, 51, -32, -43)]
[ 0.00030899 -0.00012779]	[-0.000103  0.      ]	[(52, 31, 20, -58)]	[(24, 51, -32, -43)]
[ 0.0003109  -0.00012016]	[-0.000103  0.      ]	[(48, -29, 28, -40)]	[(24, 51, -32, -43)]
[ 0.0003109  -0.00012255]	[-0.000103  0.      ]	[(-25, 56, -38, -20)]	[(24, 51, -32, -43)]
[ 0.00031281 -0.00012589]	[-0.000103  0.      ]	[(-31, -28, -35, 54)]	[(24, 51, -32, -43)]
[ 0.00031376 -0.00011206]	[-0.000103  0.      ]	[(-20, 0, -19, 33)]	[(24, 51, -32, -43)]
[ 0.00031376 -0.00011325]	[-0.000103  0.      ]	[(17, 35, -16, -29)]	[(24, 51, -32, -43)]
[ 0.00031376 -0.00011873]	[-0.000103  0.      ]	[(32, -51, 15, 23)]	[(24, 51, -32, -43)]
[ 0.00031471 -0.00011945]	[-0.000103  0.      ]	[(-44, 44, 23, -24)]	[(24, 51, -32, -43)]
[ 0.00031471 -0.00012875]	[-0.000103  0.      ]	[(-43, -32, 58, -28)]	[(24, 51, -32, -43)]
[ 0.00031567 -0.00012708]	[-0.000103  0.      ]	[(-32, -52, 51, 22)]	[(24, 51, -32, -43)]
[ 0.00031662 -0.00012207]	[-0.000103  0.      ]	[(-34, -24, -22, 51)]	[(24, 51, -32, -43)]
[ 0.00031662 -0.00013733]	[-0.000103  0.      ]	[(58, 47, -35, -55)]	[(24, 51, -32, -43)]
[ 0.00031757 -0.00011456]	[-0.000103  0.      ]	[(15, -27, 31, -16)]	[(24, 51, -32, -43)]
[ 0.00031757 -0.00012493]	[-0.000103  0.      ]	[(45, -45, -39, 39)]	[(24, 51, -32, -43)]
[ 0.00031853 -0.00011873]	[-0.000103  0.      ]	[(14, 0, 46, -47)]	[(24, 51, -32, -43)]
[ 0.00031853 -0.0001204 ]	[-0.000103  0.      ]	[(-46, -24, 36, 25)]	[(24, 51, -32, -43)]
[ 0.00031853 -0.0001297 ]	[-0.000103  0.      ]	[(49, 33, -58, 18)]	[(24, 51, -32, -43)]
[ 0.00031948 -0.00012398]	[-0.000103  0.      ]	[(-45, 46, 33, -34)]	[(24, 51, -32, -43)]
[ 0.00032043 -0.00012469]	[-0.000103  0.      ]	[(-44, -42, 45, 28)]	[(24, 51, -32, -43)]
[ 0.00032043 -0.00012541]	[-0.000103  0.      ]	[(44, -43, 40, -35)]	[(24, 51, -32, -43)]
[ 0.00032043 -0.00012779]	[-0.000103  0.      ]	[(-30, -52, 48, 35)]	[(24, 51, -32, -43)]
[ 0.00032139 -0.00011861]	[-0.000103  0.      ]	[(-31, 42, -24, 15)]	[(24, 51, -32, -43)]
[ 0.00032234 -0.00013161]	[-0.000103  0.      ]	[(46, -15, -57, 49)]	[(24, 51, -32, -43)]
[ 0.0003233  -0.00012493]	[-0.000103  0.      ]	[(44, -43, -30, 30)]	[(24, 51, -32, -43)]
[ 0.00032425 -0.00011873]	[-0.000103  0.      ]	[(-43, -16, 17, 32)]	[(24, 51, -32, -43)]
[ 0.00032425 -0.00012398]	[-0.000103  0.      ]	[(-29, 25, -44, 42)]	[(24, 51, -32, -43)]
[ 0.00032425 -0.00013542]	[-0.000103  0.      ]	[(52, -51, -45, 44)]	[(24, 51, -32, -43)]
[ 0.00032616 -0.0001297 ]	[-0.000103  0.      ]	[(-14, -56, 39, 42)]	[(24, 51, -32, -43)]
[ 0.00032711 -0.00012732]	[-0.000103  0.      ]	[(41, -27, -47, 36)]	[(24, 51, -32, -43)]
[ 0.00032806 -0.00011909]	[-0.000103  0.      ]	[(-28, -24, 37, 14)]	[(24, 51, -32, -43)]
[ 0.00032806 -0.00012159]	[-0.000103  0.      ]	[(22, -25, -35, 36)]	[(24, 51, -32, -43)]
[ 0.00032902 -0.00011969]	[-0.000103  0.      ]	[(-30, -22, 23, 21)]	[(24, 51, -32, -43)]
[ 0.00032902 -0.00012541]	[-0.000103  0.      ]	[(36, -26, -43, 36)]	[(24, 51, -32, -43)]
[ 0.00032997 -0.00012326]	[-0.000103  0.      ]	[(-27, 27, -33, 28)]	[(24, 51, -32, -43)]
[ 0.00033188 -0.00012541]	[-0.000103  0.      ]	[(-48, -15, -17, 50)]	[(24, 51, -32, -43)]
[ 0.00033188 -0.00012863]	[-0.000103  0.      ]	[(-53, 18, 49, -15)]	[(24, 51, -32, -43)]
[ 0.00033379 -0.00012684]	[-0.000103  0.      ]	[(-54, 28, 20, 19)]	[(24, 51, -32, -43)]
[ 0.00033569 -0.00013638]	[-0.000103  0.      ]	[(-47, -52, 16, 55)]	[(24, 51, -32, -43)]
[ 0.00033665 -0.00012183]	[-0.000103  0.      ]	[(19, 30, -23, -19)]	[(24, 51, -32, -43)]
[ 0.0003372  -0.00012274]	[-0.000103  0.      ]	[(24, 28, -44, 0)]	[(24, 51, -32, -43)]
[ 0.0003376  -0.00012636]	[-0.000103  0.      ]	[(-14, 34, 28, -46)]	[(24, 51, -32, -43)]
[ 0.00033808 -0.00012338]	[-0.000103  0.      ]	[(36, 20, -38, -15)]	[(24, 51, -32, -43)]
[ 0.00033951 -0.00013924]	[-0.000103  0.      ]	[(-56, 50, -34, 46)]	[(24, 51, -32, -43)]
[ 0.00033951 -0.00014019]	[-0.000103  0.      ]	[(26, -56, -34, 55)]	[(24, 51, -32, -43)]
